"id_service","ctrldate"
"5270.2769248",2023-05-03
"5270.2769440",2023-05-03
"5270.2769686",2023-05-03
"5270.2769361",2023-05-03
"5270.2769620",2023-05-03
"5270.2769657",2023-05-03
"5270.2769661",2023-05-03
"5270.2769194",2023-05-03
"5270.2769406",2023-05-03
"5270.2769370",2023-05-03
"5270.2769656",2023-05-03
"5270.2769200",2023-05-03
"5270.2769442",2023-05-03
"5270.2769182",2023-05-03
"5270.2769236",2023-05-03
"5270.2769580",2023-05-03
"5270.2769489",2023-05-03
"5270.2769293",2023-05-03
"5270.2769310",2023-05-03
"5270.2769278",2023-05-03
"5270.2769554",2023-05-03
"5270.2769390",2023-05-03
"5270.2769570",2023-05-03
"5270.2769134",2023-05-03
"5270.2769250",2023-05-03
"5270.2769448",2023-05-03
"5270.2769239",2023-05-03
"5270.2769283",2023-05-03
"5270.2769711",2023-05-03
"5270.2769160",2023-05-03
"5270.2769227",2023-05-03
"5270.2769161",2023-05-03
"5270.2769260",2023-05-03
"5270.2769324",2023-05-03
"5270.2769420",2023-05-03
"5270.2769674",2023-05-03
"5270.2769140",2023-05-03
"5270.2769688",2023-05-03
"5270.2769368",2023-05-03
"5270.2769353",2023-05-03
"5270.2769441",2023-05-03
"5270.2769209",2023-05-03
"5270.2769335",2023-05-03
"5270.2769316",2023-05-03
"5270.2769683",2023-05-03
"5270.2769135",2023-05-03
"5270.2769399",2023-05-03
"5270.2769138",2023-05-03
"5270.2769267",2023-05-03
"5270.2769127",2023-05-03
"5270.2769273",2023-05-03
"5270.2769636",2023-05-03
"5270.2769257",2023-05-03
"5270.2769329",2023-05-03
"5270.2769734",2023-05-03
"5270.2769499",2023-05-03
"5270.2769649",2023-05-03
"5270.2769663",2023-05-03
"5520.5512439",2023-05-03
"5520.5512434",2023-05-03
"5520.5512443",2023-05-03
"5520.5512442",2023-05-03
"5520.5512440",2023-05-03
"5520.5512465",2023-05-03
"5520.5512534",2023-05-03
"5520.5512466",2023-05-03
"5520.5512502",2023-05-03
"5520.5512644",2023-05-03
"5520.5512545",2023-05-03
"5520.5512642",2023-05-03
"5520.5512560",2023-05-03
"5520.5512445",2023-05-03
"5520.5512574",2023-05-03
"5520.5512449",2023-05-03
"5520.5512470",2023-05-03
"5520.5512615",2023-05-03
"5520.5512612",2023-05-03
"5520.5512614",2023-05-03
"5520.5512641",2023-05-03
"5520.5512461",2023-05-03
"5520.5512634",2023-05-03
"5520.5512514",2023-05-03
"5520.5512462",2023-05-03
"5520.5512593",2023-05-03
"5520.5512537",2023-05-03
"5520.5512499",2023-05-03
"5520.5512468",2023-05-03
"5520.5512536",2023-05-03
"5520.5512503",2023-05-03
"5520.5512546",2023-05-03
"5520.5512489",2023-05-03
"5520.5512594",2023-05-03
"5520.5512587",2023-05-03
"5520.5512551",2023-05-03
"5520.5512482",2023-05-03
"5520.5512561",2023-05-03
"5520.5512513",2023-05-03
"5520.5512616",2023-05-03
"5520.5512632",2023-05-03
"5520.5512500",2023-05-03
"5520.5512552",2023-05-03
"5520.5512532",2023-05-03
"5520.5512625",2023-05-03
"5520.5512456",2023-05-03
"5520.5512626",2023-05-03
"5520.5512555",2023-05-03
"5520.5512618",2023-05-03
"5520.5512471",2023-05-03
"5520.5512572",2023-05-03
"5520.5512603",2023-05-03
"5520.5512457",2023-05-03
"5520.5512547",2023-05-03
"5520.5512619",2023-05-03
"5520.5512628",2023-05-03
"5520.5512604",2023-05-03
"5520.5512458",2023-05-03
"5520.5512584",2023-05-03
"5520.5512602",2023-05-03
"5520.5512533",2023-05-03
"5520.5512543",2023-05-03
"5520.5512582",2023-05-03
"5520.5512588",2023-05-03
"5520.5512610",2023-05-03
"5520.5512492",2023-05-03
"5520.5512623",2023-05-03
"5520.5512531",2023-05-03
"5520.5512474",2023-05-03
"5520.5512630",2023-05-03
"5520.5512510",2023-05-03
"5520.5512635",2023-05-03
"5520.5512473",2023-05-03
"5520.5512517",2023-05-03
"5520.5512622",2023-05-03
"5520.5512493",2023-05-03
"5520.5512523",2023-05-03
"5520.5512589",2023-05-03
"5520.5512525",2023-05-03
"5520.5512591",2023-05-03
"5520.5512577",2023-05-03
"5520.5512464",2023-05-03
"5520.5512486",2023-05-03
"5520.5512505",2023-05-03
"5520.5512519",2023-05-03
"5520.5512495",2023-05-03
"5520.5512496",2023-05-03
"5520.5512539",2023-05-03
"5520.5512638",2023-05-03
"5520.5512451",2023-05-03
"5520.5512645",2023-05-03
"5520.5512643",2023-05-03
"5520.5512549",2023-05-03
"5520.5512454",2023-05-03
"5520.5512508",2023-05-03
"5520.5512453",2023-05-03
"5520.5512526",2023-05-03
"5520.5512506",2023-05-03
"5520.5512528",2023-05-03
"5520.5512575",2023-05-03
"5520.5512563",2023-05-03
"5520.5512521",2023-05-03
"5520.5512524",2023-05-03
"5520.5512491",2023-05-03
"5520.5512592",2023-05-03
"5520.5512485",2023-05-03
"5520.5512490",2023-05-03
"5520.5512565",2023-05-03
"5520.5512609",2023-05-03
"5520.5512520",2023-05-03
"5520.5512611",2023-05-03
"5520.5512450",2023-05-03
"5520.5512455",2023-05-03
"5520.5512663",2023-05-03
"5520.5512662",2023-05-03
"5520.5512678",2023-05-03
"5520.5512658",2023-05-03
"5520.5512679",2023-05-03
"5520.5512652",2023-05-03
"5520.5512670",2023-05-03
"5520.5512673",2023-05-03
"5520.5512666",2023-05-03
"5520.5512659",2023-05-03
"5520.5512674",2023-05-03
"5520.5512656",2023-05-03
"5520.5512654",2023-05-03
"5520.5512677",2023-05-03
"5520.5512655",2023-05-03
"5520.5512676",2023-05-03
"5520.5512664",2023-05-03
"5520.5512667",2023-05-03
"5520.5512675",2023-05-03
"5520.5512672",2023-05-03
"5520.5512650",2023-05-03
"5520.5512671",2023-05-03
"5520.5512653",2023-05-03
"5520.5512657",2023-05-03
"5520.5512629",2023-05-03
"5520.5512585",2023-05-03
"5520.5512542",2023-05-03
"5520.5512558",2023-05-03
"5520.5512620",2023-05-03
"5520.5512583",2023-05-03
"5520.5512631",2023-05-03
"5520.5512541",2023-05-03
"5520.5512559",2023-05-03
"5520.5512477",2023-05-03
"5520.5512478",2023-05-03
"5520.5512599",2023-05-03
"5520.5512600",2023-05-03
"5520.5512447",2023-05-03
"7570.42784",2023-05-03
"7570.42782",2023-05-03
"7570.42774",2023-05-03
"7570.42781",2023-05-03
"7570.42778",2023-05-03
"7570.42777",2023-05-03
"7570.42785",2023-05-03
"7570.42776",2023-05-03
"7570.42792",2023-05-03
"7570.42790",2023-05-03
"7570.42791",2023-05-03
"7570.42779",2023-05-03
"7570.42789",2023-05-03
"5270.2769703",2023-05-03
"5270.2769627",2023-05-03
"5270.2769576",2023-05-03
"5270.2769537",2023-05-03
"5270.2769699",2023-05-03
"5270.2769496",2023-05-03
"5270.2769515",2023-05-03
"5270.2769506",2023-05-03
"5270.2769608",2023-05-03
"5270.2769556",2023-05-03
"5270.2769487",2023-05-03
"5270.2769588",2023-05-03
"5270.2769508",2023-05-03
"5270.2769546",2023-05-03
"5270.2769702",2023-05-03
"5270.2769478",2023-05-03
"5270.2769477",2023-05-03
"5270.2769628",2023-05-03
"5270.2769538",2023-05-03
"5270.2769518",2023-05-03
"5270.2769484",2023-05-03
"5270.2769565",2023-05-03
"5270.2769567",2023-05-03
"5270.2769517",2023-05-03
"5270.2769700",2023-05-03
"5270.2769710",2023-05-03
"5270.2769464",2023-05-03
"5270.2769527",2023-05-03
"5270.2769594",2023-05-03
"5270.2769526",2023-05-03
"5270.2769516",2023-05-03
"5270.2769568",2023-05-03
"5270.2769616",2023-05-03
"5270.2769595",2023-05-03
"5270.2769618",2023-05-03
"5270.2769514",2023-05-03
"5270.2769467",2023-05-03
"5270.2769507",2023-05-03
"5270.2769587",2023-05-03
"5270.2769584",2023-05-03
"5270.2769575",2023-05-03
"5270.2769536",2023-05-03
"5270.2769578",2023-05-03
"5270.2769698",2023-05-03
"5270.2769604",2023-05-03
"5270.2769485",2023-05-03
"5270.2769535",2023-05-03
"5270.2769504",2023-05-03
"5270.2768661",2023-05-03
"5410.5319783",2023-05-03
"5410.5319861",2023-05-03
"5410.5319807",2023-05-03
"5410.5319839",2023-05-03
"5410.5319774",2023-05-03
"5410.5319828",2023-05-03
"5410.5319875",2023-05-03
"5410.5319904",2023-05-03
"5410.5319906",2023-05-03
"5410.5319918",2023-05-03
"5410.5319887",2023-05-03
"5410.5319866",2023-05-03
"5410.5319868",2023-05-03
"5410.5319895",2023-05-03
"5410.5319916",2023-05-03
"5270.2769952",2023-05-03
"5270.2769795",2023-05-03
"5270.2770231",2023-05-03
"5270.2770204",2023-05-03
"5270.2769890",2023-05-03
"5270.2770035",2023-05-03
"5270.2770199",2023-05-03
"5270.2769964",2023-05-03
"5270.2769873",2023-05-03
"5270.2769876",2023-05-03
"5270.2769813",2023-05-03
"5270.2769979",2023-05-03
"5270.2769897",2023-05-03
"5270.2769863",2023-05-03
"5270.2770038",2023-05-03
"5270.2769751",2023-05-03
"5270.2770083",2023-05-03
"5270.2769910",2023-05-03
"5270.2769811",2023-05-03
"5270.2769818",2023-05-03
"5270.2769856",2023-05-03
"5270.2769989",2023-05-03
"5270.2770091",2023-05-03
"5270.2769799",2023-05-03
"5270.2770152",2023-05-03
"5270.2769798",2023-05-03
"5270.2769951",2023-05-03
"5270.2770005",2023-05-03
"5270.2770106",2023-05-03
"5270.2769817",2023-05-03
"5270.2769849",2023-05-03
"5270.2769909",2023-05-03
"5270.2769810",2023-05-03
"5270.2769836",2023-05-03
"5270.2770175",2023-05-03
"5270.2770220",2023-05-03
"5270.2769948",2023-05-03
"5270.2769803",2023-05-03
"5270.2769842",2023-05-03
"5270.2770044",2023-05-03
"5270.2769898",2023-05-03
"5270.2769942",2023-05-03
"5270.2769938",2023-05-03
"5270.2770027",2023-05-03
"5270.2769991",2023-05-03
"5270.2770129",2023-05-03
"5270.2770133",2023-05-03
"5270.2770200",2023-05-03
"5270.2770022",2023-05-03
"5270.2769957",2023-05-03
"5270.2769893",2023-05-03
"5270.2769974",2023-05-03
"5270.2769983",2023-05-03
"5270.2769916",2023-05-03
"5270.2770151",2023-05-03
"5270.2770174",2023-05-03
"5270.2770236",2023-05-03
"5270.2770109",2023-05-03
"5270.2769816",2023-05-03
"5270.2769882",2023-05-03
"5270.2769753",2023-05-03
"5270.2770095",2023-05-03
"5270.2770030",2023-05-03
"5270.2769869",2023-05-03
"5270.2770051",2023-05-03
"5270.2770052",2023-05-03
"5270.2770019",2023-05-03
"5270.2770196",2023-05-03
"5270.2769774",2023-05-03
"5270.2769778",2023-05-03
"5270.2770206",2023-05-03
"5270.2769784",2023-05-03
"5270.2770131",2023-05-03
"5270.2769830",2023-05-03
"5270.2769809",2023-05-03
"5270.2770102",2023-05-03
"5270.2769754",2023-05-03
"5270.2769900",2023-05-03
"5270.2769752",2023-05-03
"5270.2770084",2023-05-03
"5270.2769750",2023-05-03
"5270.2770020",2023-05-03
"5270.2770031",2023-05-03
"5270.2770141",2023-05-03
"5270.2769789",2023-05-03
"5270.2770104",2023-05-03
"5270.2770034",2023-05-03
"5270.2769821",2023-05-03
"5270.2770043",2023-05-03
"5270.2769959",2023-05-03
"5270.2769826",2023-05-03
"5270.2770164",2023-05-03
"5270.2770219",2023-05-03
"5270.2770249",2023-05-03
"5270.2770024",2023-05-03
"5270.2769988",2023-05-03
"5270.2769981",2023-05-03
"5270.2770012",2023-05-03
"5270.2770082",2023-05-03
"5270.2769888",2023-05-03
"5270.2770209",2023-05-03
"5270.2769796",2023-05-03
"5270.2770159",2023-05-03
"5270.2769931",2023-05-03
"5270.2769936",2023-05-03
"5270.2769838",2023-05-03
"5270.2769771",2023-05-03
"5270.2769932",2023-05-03
"5270.2770165",2023-05-03
"5270.2770224",2023-05-03
"5270.2770008",2023-05-03
"5270.2769935",2023-05-03
"5270.2769929",2023-05-03
"5270.2770225",2023-05-03
"5270.2770143",2023-05-03
"5270.2769783",2023-05-03
"5270.2770181",2023-05-03
"5270.2770195",2023-05-03
"5270.2769806",2023-05-03
"5270.2769855",2023-05-03
"5270.2770250",2023-05-03
"5270.2770156",2023-05-03
"5270.2770054",2023-05-03
"5270.2769933",2023-05-03
"5270.2769766",2023-05-03
"5270.2769802",2023-05-03
"5270.2769927",2023-05-03
"5270.2769987",2023-05-03
"5270.2770253",2023-05-03
"5270.2770246",2023-05-03
"5270.2769762",2023-05-03
"5270.2770203",2023-05-03
"5270.2770120",2023-05-03
"5270.2769829",2023-05-03
"5270.2769958",2023-05-03
"5270.2770065",2023-05-03
"5270.2769859",2023-05-03
"5270.2769824",2023-05-03
"5270.2770171",2023-05-03
"5270.2769807",2023-05-03
"5270.2769891",2023-05-03
"5270.2770010",2023-05-03
"5270.2770061",2023-05-03
"5270.2770089",2023-05-03
"5270.2770073",2023-05-03
"5270.2769886",2023-05-03
"5270.2770094",2023-05-03
"5270.2770105",2023-05-03
"5270.2770233",2023-05-03
"5270.2770154",2023-05-03
"5270.2770123",2023-05-03
"5270.2770075",2023-05-03
"5270.2769834",2023-05-03
"5270.2770085",2023-05-03
"5270.2770125",2023-05-03
"5270.2769955",2023-05-03
"5270.2770004",2023-05-03
"5270.2770160",2023-05-03
"5270.2769906",2023-05-03
"5270.2769960",2023-05-03
"5270.2770201",2023-05-03
"5270.2769780",2023-05-03
"5270.2769756",2023-05-03
"5270.2769867",2023-05-03
"5270.2770079",2023-05-03
"5270.2770176",2023-05-03
"5270.2769919",2023-05-03
"5270.2769923",2023-05-03
"5270.2769761",2023-05-03
"5270.2770062",2023-05-03
"5270.2770172",2023-05-03
"5270.2769839",2023-05-03
"5270.2770063",2023-05-03
"5270.2769992",2023-05-03
"5270.2769852",2023-05-03
"5270.2769779",2023-05-03
"5270.2769785",2023-05-03
"5270.2770221",2023-05-03
"5270.2769990",2023-05-03
"5270.2769922",2023-05-03
"5270.2769871",2023-05-03
"5270.2770015",2023-05-03
"5270.2769930",2023-05-03
"5270.2769954",2023-05-03
"5270.2770122",2023-05-03
"5270.2769968",2023-05-03
"5270.2770213",2023-05-03
"5270.2769921",2023-05-03
"5270.2769902",2023-05-03
"5270.2769770",2023-05-03
"5270.2769827",2023-05-03
"5270.2769854",2023-05-03
"5270.2770232",2023-05-03
"5270.2770114",2023-05-03
"5270.2770130",2023-05-03
"5270.2770163",2023-05-03
"5270.2769941",2023-05-03
"5270.2770086",2023-05-03
"5270.2769748",2023-05-03
"5270.2770072",2023-05-03
"5270.2770059",2023-05-03
"5270.2770149",2023-05-03
"5270.2769947",2023-05-03
"5270.2769782",2023-05-03
"5270.2770033",2023-05-03
"5270.2770162",2023-05-03
"5270.2770057",2023-05-03
"5270.2770112",2023-05-03
"5270.2769973",2023-05-03
"5270.2770119",2023-05-03
"5270.2770254",2023-05-03
"5270.2769950",2023-05-03
"5270.2769765",2023-05-03
"5270.2769850",2023-05-03
"5270.2769996",2023-05-03
"5270.2769984",2023-05-03
"5270.2770103",2023-05-03
"5270.2769847",2023-05-03
"5270.2770049",2023-05-03
"5270.2769999",2023-05-03
"5270.2769963",2023-05-03
"5270.2770025",2023-05-03
"5270.2770045",2023-05-03
"5270.2769790",2023-05-03
"5270.2770205",2023-05-03
"5270.2770080",2023-05-03
"5270.2770011",2023-05-03
"5270.2770081",2023-05-03
"5270.2770029",2023-05-03
"5270.2770161",2023-05-03
"5270.2769788",2023-05-03
"5270.2770113",2023-05-03
"5270.2769823",2023-05-03
"5270.2770048",2023-05-03
"5270.2770230",2023-05-03
"5270.2770185",2023-05-03
"5270.2769899",2023-05-03
"5270.2769940",2023-05-03
"5270.2770039",2023-05-03
"5270.2770096",2023-05-03
"5270.2769763",2023-05-03
"5270.2769743",2023-05-03
"5270.2769915",2023-05-03
"5270.2769895",2023-05-03
"5270.2769793",2023-05-03
"5270.2770180",2023-05-03
"5270.2769914",2023-05-03
"5270.2769857",2023-05-03
"5270.2769858",2023-05-03
"5270.2769772",2023-05-03
"5270.2769740",2023-05-03
"5270.2769741",2023-05-03
"5270.2770018",2023-05-03
"5270.2769877",2023-05-03
"5270.2770040",2023-05-03
"5270.2770241",2023-05-03
"5270.2769881",2023-05-03
"5270.2770090",2023-05-03
"5270.2770092",2023-05-03
"5270.2770252",2023-05-03
"5270.2769980",2023-05-03
"5270.2770014",2023-05-03
"5270.2769853",2023-05-03
"5270.2769986",2023-05-03
"5270.2770021",2023-05-03
"5270.2770244",2023-05-03
"5270.2769775",2023-05-03
"5270.2769797",2023-05-03
"5270.2769860",2023-05-03
"5270.2769862",2023-05-03
"5270.2770234",2023-05-03
"5270.2770093",2023-05-03
"5270.2770135",2023-05-03
"5270.2770212",2023-05-03
"5270.2769794",2023-05-03
"5270.2770071",2023-05-03
"5270.2769744",2023-05-03
"5270.2769804",2023-05-03
"5270.2770222",2023-05-03
"5270.2770046",2023-05-03
"5270.2770245",2023-05-03
"5270.2769885",2023-05-03
"5270.2769746",2023-05-03
"5270.2769971",2023-05-03
"5270.2769845",2023-05-03
"5270.2770003",2023-05-03
"5270.2769903",2023-05-03
"5270.2770169",2023-05-03
"5270.2769846",2023-05-03
"5270.2769874",2023-05-03
"5270.2770115",2023-05-03
"5270.2769894",2023-05-03
"5270.2770056",2023-05-03
"5270.2770184",2023-05-03
"5270.2770077",2023-05-03
"5270.2769912",2023-05-03
"5270.2769738",2023-05-03
"5270.2769745",2023-05-03
"5270.2770259",2023-05-03
"5270.2770182",2023-05-03
"5410.5319943",2023-05-03
"5410.5319949",2023-05-03
"5410.5319944",2023-05-03
"5410.5319958",2023-05-03
"5410.5320086",2023-05-03
"5410.5320019",2023-05-03
"5410.5320074",2023-05-03
"5410.5320136",2023-05-03
"5410.5320028",2023-05-03
"5410.5320116",2023-05-03
"5410.5320085",2023-05-03
"3590.2275011",2023-05-03
"5270.2770216",2023-05-03
"5270.2770217",2023-05-03
"5270.2770167",2023-05-03
"5270.2770097",2023-05-03
"5270.2770147",2023-05-03
"5270.2770098",2023-05-03
"5270.2770237",2023-05-03
"5270.2770178",2023-05-03
"5270.2770128",2023-05-03
"5270.2770148",2023-05-03
"5270.2770116",2023-05-03
"5270.2770107",2023-05-03
"5270.2770127",2023-05-03
"5270.2770247",2023-05-03
"5270.2770218",2023-05-03
"5270.2770248",2023-05-03
"5270.2770228",2023-05-03
"5270.2770197",2023-05-03
"5270.2770208",2023-05-03
"5270.2770087",2023-05-03
"5270.2770168",2023-05-03
"5270.2770118",2023-05-03
"5270.2769747",2023-05-03
"5270.2770227",2023-05-03
"5270.2770258",2023-05-03
"5270.2770280",2023-05-03
"5270.2770288",2023-05-03
"5270.2770277",2023-05-03
"5270.2770281",2023-05-03
"5270.2770282",2023-05-03
"5270.2770272",2023-05-03
"5270.2770275",2023-05-03
"5270.2770269",2023-05-03
"5270.2770274",2023-05-03
"5270.2768441",2023-05-03
"5270.2764970",2023-05-03
"5270.2770268",2023-05-03
"5270.2770267",2023-05-03
"5270.2764286",2023-05-03
"5270.2770260",2023-05-03
"5640.3526567",2023-05-03
"5640.3526550",2023-05-03
"5640.3526586",2023-05-03
"5640.3526534",2023-05-03
"5640.3526555",2023-05-03
"5640.3526563",2023-05-03
"5640.3526566",2023-05-03
"5640.3526577",2023-05-03
"5640.3526528",2023-05-03
"5640.3526569",2023-05-03
"5640.3526562",2023-05-03
"5640.3526581",2023-05-03
"5640.3526543",2023-05-03
"5640.3526544",2023-05-03
"5640.3526535",2023-05-03
"5640.3526537",2023-05-03
"5640.3526572",2023-05-03
"5640.3526570",2023-05-03
"5640.3526565",2023-05-03
"5640.3526548",2023-05-03
"5640.3526540",2023-05-03
"5640.3526576",2023-05-03
"5640.3526551",2023-05-03
"5640.3526589",2023-05-03
"5640.3526549",2023-05-03
"5640.3526588",2023-05-03
"5640.3526561",2023-05-03
"5640.3526539",2023-05-03
"5640.3526556",2023-05-03
"5640.3526571",2023-05-03
"5640.3526587",2023-05-03
"5640.3526558",2023-05-03
"5640.3526536",2023-05-03
"5640.3526568",2023-05-03
"5640.3526580",2023-05-03
"5640.3526582",2023-05-03
"5640.3526450",2023-05-03
"5640.3526445",2023-05-03
"5640.3526443",2023-05-03
"5640.3526449",2023-05-03
"5640.3526513",2023-05-03
"5640.3526505",2023-05-03
"5640.3526478",2023-05-03
"5640.3526469",2023-05-03
"5640.3526463",2023-05-03
"5640.3526500",2023-05-03
"5640.3526473",2023-05-03
"5640.3526434",2023-05-03
"5640.3526479",2023-05-03
"5640.3526495",2023-05-03
"5640.3526471",2023-05-03
"5640.3526474",2023-05-03
"5640.3526490",2023-05-03
"5640.3526482",2023-05-03
"5640.3526511",2023-05-03
"5640.3526494",2023-05-03
"5640.3526468",2023-05-03
"5640.3526485",2023-05-03
"5640.3526466",2023-05-03
"5640.3526433",2023-05-03
"5640.3526432",2023-05-03
"5640.3526484",2023-05-03
"5640.3526491",2023-05-03
"5640.3526492",2023-05-03
"5640.3526498",2023-05-03
"5640.3526508",2023-05-03
"5640.3526488",2023-05-03
"5640.3526504",2023-05-03
"5640.3526464",2023-05-03
"5640.3526477",2023-05-03
"5640.3526512",2023-05-03
"5640.3526460",2023-05-03
"5640.3526455",2023-05-03
"5640.3526523",2023-05-03
"5640.3526602",2023-05-03
"5640.3526604",2023-05-03
"5640.3526623",2023-05-03
"5640.3526612",2023-05-03
"5640.3526606",2023-05-03
"5640.3526592",2023-05-03
"5640.3526590",2023-05-03
"5640.3526619",2023-05-03
"5640.3526610",2023-05-03
"5640.3526594",2023-05-03
"5640.3526617",2023-05-03
"3590.2275329",2023-05-03
"3590.2276177",2023-05-03
"3590.2275572",2023-05-03
"3590.2275547",2023-05-03
"3590.2275889",2023-05-03
"3590.2275133",2023-05-03
"3590.2275880",2023-05-03
"3590.2275909",2023-05-03
"3590.2276115",2023-05-03
"3590.2275508",2023-05-03
"3590.2276174",2023-05-03
"3590.2276020",2023-05-03
"3590.2275602",2023-05-03
"3590.2275694",2023-05-03
"3590.2275876",2023-05-03
"3590.2275487",2023-05-03
"3590.2275586",2023-05-03
"3590.2276080",2023-05-03
"3590.2275285",2023-05-03
"3590.2275758",2023-05-03
"3590.2275559",2023-05-03
"3590.2275187",2023-05-03
"3590.2275405",2023-05-03
"3590.2275398",2023-05-03
"3590.2275130",2023-05-03
"3590.2275630",2023-05-03
"3590.2275482",2023-05-03
"3590.2275301",2023-05-03
"3590.2275704",2023-05-03
"3590.2275489",2023-05-03
"3590.2276079",2023-05-03
"3590.2276018",2023-05-03
"3590.2276078",2023-05-03
"3590.2275874",2023-05-03
"3590.2275204",2023-05-03
"3590.2275606",2023-05-03
"3590.2275341",2023-05-03
"3590.2276085",2023-05-03
"3590.2275197",2023-05-03
"3590.2275313",2023-05-03
"3590.2275666",2023-05-03
"3590.2275250",2023-05-03
"3590.2275949",2023-05-03
"3590.2275948",2023-05-03
"3590.2275650",2023-05-03
